Label,k_eps,Slope_ENG,Slope_EST,R2_ENG,R2_EST,Deviation_ENG(%),Deviation_EST(%)
0.4,13.788988905632364,-4.565326860653807,-10.280129266108553,0.9008989767516777,0.9847604550007392,173.91961163922838,157.00323165271382
1,10.960478360887263,-3.733637310675101,-7.567675049976578,0.8164892234636362,0.989734347104088,124.01823864050607,89.19187624941445
5,6.010584907583338,-2.897025864683347,-6.442977163684845,0.8875231432223171,0.9905459912121605,73.8215518810008,61.07442909212113
10,5.303457271397063,-3.2936894619187376,-6.168638324123547,0.9053713572333214,0.9757505598239697,97.62136771512424,54.21595810308868
15,3.889201999024513,-2.456138385299526,-5.9726018289069955,0.6337219041701971,0.9892842953920246,47.368303117971564,49.31504572267489
20,3.889201999024513,-3.5280157246301806,-6.000609097852824,0.881052050002265,0.9819841357133905,111.68094347781083,50.01522744632061
25,3.1820743628382377,-4.195242882000598,-6.157998902099505,0.9180336136973996,0.9910922355485055,151.71457292003586,53.94997255248764
30,3.1820743628382377,-4.094679049809765,-6.9966846761707195,0.9616812952700221,0.9897854125093113,145.6807429885859,74.91711690426798
35,3.1820743628382377,-4.761980048794854,-5.707283738985901,0.9934088308684321,0.9839275436007242,185.7188029276912,42.68209347464753
40,1.7678190904656876,-2.012807632235294,-6.135880552977216,0.7495143625562679,0.9819764621411387,20.768457934117627,53.3970138244304
45,1.7678190904656876,-1.6609729555236328,-5.687844367355708,0.8920153076874762,0.9636779919328716,0.3416226685820378,42.196109183892695
50,1.7678190904656876,-2.3405782708892464,-5.475748394304538,0.9224823336317362,0.9741345677360284,40.43469625335478,36.893709857613445
