k_eps,Slope_ENG,Slope_EST,R2_ENG,R2_EST,Deviation_ENG(%),Deviation_EST(%)
3.1820743628382377,-1.804987340666552,-4.193179818953763,0.9406423304915181,0.9964059318977292,8.299240439993113,4.829495473844081
